emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
caring,V,valence,negative,positive,160,840,680,toward_right_pole,1,0.95,"Caring is fundamentally associated with warmth, kindness, and positive affect.",google/gemini-3-flash-preview,ok,
caring,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,"It is generally a calm, nurturing state rather than a high-energy activation.",google/gemini-3-flash-preview,ok,
caring,C,control,low_control,high_control,320,680,360,toward_right_pole,1,0.8,Involves an active choice and agency to provide support or attention.,google/gemini-3-flash-preview,ok,
caring,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.75,"Usually stems from a stable, predictable bond or sense of responsibility.",google/gemini-3-flash-preview,ok,
caring,S,social_orientation,self_oriented,other_oriented,50,950,900,toward_right_pole,1,0.98,Inherently directed toward the well-being and needs of another person.,google/gemini-3-flash-preview,ok,
cheerful,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.98,Highly positive and pleasant affective state.,google/gemini-3-flash-preview,ok,
cheerful,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.92,Moderate activation involving energy and brightness.,google/gemini-3-flash-preview,ok,
cheerful,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.88,Associated with a sense of mastery and positive agency.,google/gemini-3-flash-preview,ok,
cheerful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.85,"Typically reflects a stable, predictable, and safe environment.",google/gemini-3-flash-preview,ok,
cheerful,S,social_orientation,self_oriented,other_oriented,320,680,360,toward_right_pole,1,0.82,Often expressed outwardly to influence social cohesion.,google/gemini-3-flash-preview,ok,
cherished,V,valence,negative,positive,55,945,890,toward_right_pole,1,0.98,"Being cherished is a deeply positive, warm, and pleasant affective state.",google/gemini-3-flash-preview,ok,
cherished,A,arousal,low_activation,high_activation,620,380,-240,toward_left_pole,-1,0.9,"It is typically a calm, soothing, and low-activation state of contentment.",google/gemini-3-flash-preview,ok,
cherished,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,"The individual feels secure and valued, providing a sense of stable agency.",google/gemini-3-flash-preview,ok,
cherished,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,880,120,-760,toward_left_pole,-1,0.92,"Cherishing implies a reliable, predictable, and certain bond or value.",google/gemini-3-flash-preview,ok,
cherished,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"This state is inherently relational, involving a deep connection with another person.",google/gemini-3-flash-preview,ok,
claustrophobic,V,valence,negative,positive,885,115,-770,toward_left_pole,-1,0.95,Highly unpleasant state characterized by distress and discomfort.,google/gemini-3-flash-preview,ok,
claustrophobic,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.9,High physiological activation involving panic and increased heart rate.,google/gemini-3-flash-preview,ok,
claustrophobic,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.95,Strong sense of being trapped and lacking agency or escape.,google/gemini-3-flash-preview,ok,
claustrophobic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.85,Uncertainty regarding the duration of confinement or safety.,google/gemini-3-flash-preview,ok,
claustrophobic,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.8,Primarily a self-oriented survival response to physical environment.,google/gemini-3-flash-preview,ok,
comfortable,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,Comfort is inherently pleasant and associated with positive affect.,google/gemini-3-flash-preview,ok,
comfortable,A,arousal,low_activation,high_activation,820,180,-640,toward_left_pole,-1,0.9,Characterized by low physiological activation and relaxation.,google/gemini-3-flash-preview,ok,
comfortable,C,control,low_control,high_control,350,650,300,toward_right_pole,1,0.85,Implies a sense of security and moderate agency over one's environment.,google/gemini-3-flash-preview,ok,
comfortable,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,880,120,-760,toward_left_pole,-1,0.9,Highly predictable and familiar state with very low uncertainty.,google/gemini-3-flash-preview,ok,
comfortable,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.8,"Primarily an internal state of ease, though often occurring in safe social contexts.",google/gemini-3-flash-preview,ok,
comforted,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,"Being comforted is a highly pleasant, positive affective state.",google/gemini-3-flash-preview,ok,
comforted,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,It involves a significant reduction in physiological arousal and tension.,google/gemini-3-flash-preview,ok,
comforted,C,control,low_control,high_control,380,620,240,toward_right_pole,1,0.85,Reflects a moderate sense of safety and regained agency through support.,google/gemini-3-flash-preview,ok,
comforted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,820,180,-640,toward_left_pole,-1,0.8,"Associated with predictability, security, and the resolution of distress.",google/gemini-3-flash-preview,ok,
comforted,S,social_orientation,self_oriented,other_oriented,160,840,680,toward_right_pole,1,0.9,Typically stems from external social support or interpersonal connection.,google/gemini-3-flash-preview,ok,
compassionate,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,"Compassion is a highly positive, prosocial affective state associated with warmth.",google/gemini-3-flash-preview,ok,
compassionate,A,arousal,low_activation,high_activation,590,410,-180,toward_left_pole,-1,0.85,"It involves a calm, focused activation rather than high physiological urgency.",google/gemini-3-flash-preview,ok,
compassionate,C,control,low_control,high_control,320,680,360,toward_right_pole,1,0.88,The individual feels a sense of agency and capability to offer support.,google/gemini-3-flash-preview,ok,
compassionate,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,760,240,-520,toward_left_pole,-1,0.82,Usually stems from a clear understanding of another's suffering and needs.,google/gemini-3-flash-preview,ok,
compassionate,S,social_orientation,self_oriented,other_oriented,40,960,920,toward_right_pole,1,0.98,Inherently directed toward the well-being and suffering of another person.,google/gemini-3-flash-preview,ok,
concerned,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.9,"Involves mild distress or worry, leaning toward the negative pole.",google/gemini-3-flash-preview,ok,
concerned,A,arousal,low_activation,high_activation,520,480,-40,balanced,0,0.85,Moderate mental activation and vigilance without high physiological intensity.,google/gemini-3-flash-preview,ok,
concerned,C,control,low_control,high_control,590,410,-180,toward_left_pole,-1,0.8,Implies a perceived threat or problem that is not yet fully managed.,google/gemini-3-flash-preview,ok,
concerned,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,350,650,300,toward_right_pole,1,0.85,Arises from ambiguity or potential negative outcomes in the future.,google/gemini-3-flash-preview,ok,
concerned,S,social_orientation,self_oriented,other_oriented,280,720,440,toward_right_pole,1,0.9,Often directed toward the welfare of others or external situations.,google/gemini-3-flash-preview,ok,
conflicted,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.9,Internal tension and lack of resolution are generally experienced as unpleasant.,google/gemini-3-flash-preview,ok,
conflicted,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves moderate mental activation and physiological restlessness due to indecision.,google/gemini-3-flash-preview,ok,
conflicted,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.95,Characterized by a lack of agency and inability to commit to a single path.,google/gemini-3-flash-preview,ok,
conflicted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.95,High unpredictability regarding the outcome or the correct choice to make.,google/gemini-3-flash-preview,ok,
conflicted,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal state of self-doubt, though often triggered by social dilemmas.",google/gemini-3-flash-preview,ok,
confused,V,valence,negative,positive,620,380,-240,toward_left_pole,-1,0.85,Generally perceived as mildly unpleasant due to lack of clarity.,google/gemini-3-flash-preview,ok,
confused,A,arousal,low_activation,high_activation,550,450,-100,toward_left_pole,-1,0.8,Moderate mental activation involving cognitive effort to resolve ambiguity.,google/gemini-3-flash-preview,ok,
confused,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.9,Characterized by a significant lack of agency or mastery over the situation.,google/gemini-3-flash-preview,ok,
confused,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,80,920,840,toward_right_pole,1,0.95,High unpredictability and lack of expectation are core to the state.,google/gemini-3-flash-preview,ok,
confused,S,social_orientation,self_oriented,other_oriented,520,480,-40,balanced,0,0.75,"Primarily an internal cognitive state, though often triggered by social cues.",google/gemini-3-flash-preview,ok,
contemptuous,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Highly negative and unpleasant feeling toward a target.,google/gemini-3-flash-preview,ok,
contemptuous,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,"Moderate activation, often characterized by cold detachment.",google/gemini-3-flash-preview,ok,
contemptuous,C,control,low_control,high_control,220,780,560,toward_right_pole,1,0.9,High agency and perceived superiority over the object.,google/gemini-3-flash-preview,ok,
contemptuous,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.8,Based on a certain judgment of another's inferiority.,google/gemini-3-flash-preview,ok,
contemptuous,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Inherently social, requiring an interpersonal target for evaluation.",google/gemini-3-flash-preview,ok,
content,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,Contentment is a highly positive state of satisfaction and well-being.,google/gemini-3-flash-preview,ok,
content,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,It is characterized by low physiological activation and a sense of calm.,google/gemini-3-flash-preview,ok,
content,C,control,low_control,high_control,260,740,480,toward_right_pole,1,0.85,The individual feels a high sense of agency and mastery over their current state.,google/gemini-3-flash-preview,ok,
content,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,880,120,-760,toward_left_pole,-1,0.88,"Contentment stems from a stable, predictable, and expected environment.",google/gemini-3-flash-preview,ok,
content,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.8,"While it can be shared, it is primarily an internal state of self-satisfaction.",google/gemini-3-flash-preview,ok,
cornered,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Highly unpleasant state associated with threat and lack of escape.,google/gemini-3-flash-preview,ok,
cornered,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.9,High physiological activation due to perceived danger or pressure.,google/gemini-3-flash-preview,ok,
cornered,C,control,low_control,high_control,890,110,-780,toward_left_pole,-1,0.95,Characterized by a profound lack of agency and restricted options.,google/gemini-3-flash-preview,ok,
cornered,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.85,Involves uncertainty regarding the outcome of the entrapment.,google/gemini-3-flash-preview,ok,
cornered,S,social_orientation,self_oriented,other_oriented,420,580,160,toward_right_pole,1,0.8,Often implies an external agent or social force causing the restriction.,google/gemini-3-flash-preview,ok,
